report_date,region,class,type,volume,pct_chg
2018-05-14,South Central (SC),,Specialty,4.1,24.0%
2018-05-14,South Central (SC),Extra Large,,22.0,-13.2%
2018-05-14,South Central (SC),Jumbo,,8.7,-12.4%
2018-05-14,South Central (SC),Large,,157.0,1.6%
2018-05-14,South Central (SC),Medium,,29.8,6.5%
2018-05-14,South Central (SC),Misc,,14.7,29.7%
2018-05-14,South Central (SC),Small,,3.2,24.8%
2018-05-14,South Central (SC),Total,,265.7,-0.3%
2018-05-14,South Central (SC),Ungraded,,30.3,-12.7%
2018-05-14,Southeast (SE),,Cage-Free,9.3,-9.7%
2018-05-14,Southeast (SE),,Organic,6.7,-13.4%
2018-05-14,Southeast (SE),,Specialty,20.1,3.6%
2018-05-14,Southeast (SE),Extra Large,,30.3,-5.4%
2018-05-14,Southeast (SE),Jumbo,,10.0,5.1%
2018-05-14,Southeast (SE),Large,,167.5,5.7%
2018-05-14,Southeast (SE),Medium,,21.9,16.4%
2018-05-14,Southeast (SE),Misc,,8.6,-17.0%
2018-05-14,Southeast (SE),Small,,1.4,176.0%
2018-05-14,Southeast (SE),Total,,279.6,4.1%
2018-05-14,Southeast (SE),Ungraded,,39.9,2.9%
2018-05-14,Southwest (SW),,Cage-Free,7.3,12.0%
2018-05-14,Southwest (SW),,Organic,16.2,21.2%
2018-05-14,Southwest (SW),,Specialty,7.0,27.6%
2018-05-14,Southwest (SW),Extra Large,,29.9,22.1%
2018-05-14,Southwest (SW),Jumbo,,6.3,2.2%
2018-05-14,Southwest (SW),Large,,101.0,0.3%
2018-05-14,Southwest (SW),Medium,,22.3,-13.4%
2018-05-14,Southwest (SW),Misc,,4.7,29.2%
2018-05-14,Southwest (SW),Small,,0.8,675.0%
2018-05-14,Southwest (SW),Total,,194.6,4.6%
2018-05-14,Southwest (SW),Ungraded,,29.7,18.4%
2018-05-21,,Breaking Stock,,295.7,2.3%
2018-05-21,6-Area,,Cage-Free,71.4,1.2%
2018-05-21,6-Area,,Organic,80.8,1.6%
2018-05-21,6-Area,,Specialty,53.5,11.5%
2018-05-21,6-Area,Extra Large,,155.1,-4.4%
2018-05-21,6-Area,Jumbo,,52.5,-4.4%
2018-05-21,6-Area,Large,,709.1,-4.2%
2018-05-21,6-Area,Medium,,162.9,5.6%
2018-05-21,6-Area,Misc,,64.2,9.3%
2018-05-21,6-Area,Small,,16.9,-16.5%
2018-05-21,6-Area,Total,,1428.9,-2.0%
2018-05-21,6-Area,Ungraded,,268.3,0.4%
2018-05-21,Midwest (MW),,Cage-Free,35.2,5.3%
2018-05-21,Midwest (MW),,Organic,38.6,-1.4%
2018-05-21,Midwest (MW),,Specialty,1.1,124.2%
2018-05-21,Midwest (MW),Extra Large,,38.0,-8.0%
2018-05-21,Midwest (MW),Jumbo,,12.2,-11.1%
2018-05-21,Midwest (MW),Large,,154.6,-4.9%
2018-05-21,Midwest (MW),Medium,,51.2,-0.8%
2018-05-21,Midwest (MW),Misc,,31.3,16.5%
2018-05-21,Midwest (MW),Small,,3.6,-43.9%
2018-05-21,Midwest (MW),Total,,418.5,-1.8%
2018-05-21,Midwest (MW),Ungraded,,127.5,3.3%
2018-05-21,Northeast (NE),,Cage-Free,2.0,2.2%
2018-05-21,Northeast (NE),,Organic,8.4,-8.2%
2018-05-21,Northeast (NE),,Specialty,13.1,13.8%
2018-05-21,Northeast (NE),Extra Large,,31.5,14.0%
2018-05-21,Northeast (NE),Jumbo,,10.6,-7.9%
2018-05-21,Northeast (NE),Large,,73.0,-2.7%
2018-05-21,Northeast (NE),Medium,,21.6,30.9%
2018-05-21,Northeast (NE),Misc,,3.3,26.7%
2018-05-21,Northeast (NE),Small,,3.2,-24.0%
2018-05-21,Northeast (NE),Total,,168.0,4.7%
2018-05-21,Northeast (NE),Ungraded,,24.9,8.2%
2018-05-21,Northwest (NW),,Cage-Free,2.9,-1.0%
2018-05-21,Northwest (NW),,Organic,1.7,-1.1%
2018-05-21,Northwest (NW),,Specialty,3.2,-30.9%
2018-05-21,Northwest (NW),Extra Large,,9.0,-17.5%
2018-05-21,Northwest (NW),Jumbo,,4.5,-6.8%
2018-05-21,Northwest (NW),Large,,74.4,-3.5%
2018-05-21,Northwest (NW),Medium,,12.1,-0.4%
2018-05-21,Northwest (NW),Misc,,1.0,-14.9%
2018-05-21,Northwest (NW),Small,,3.5,-15.2%
2018-05-21,Northwest (NW),Total,,123.7,-5.8%
2018-05-21,Northwest (NW),Ungraded,,19.1,-8.4%
2018-05-21,South Central (SC),,Cage-Free,11.5,-26.5%
2018-05-21,South Central (SC),,Organic,5.8,-10.1%
2018-05-21,South Central (SC),,Specialty,3.0,-27.6%
2018-05-21,South Central (SC),Extra Large,,24.3,10.5%
2018-05-21,South Central (SC),Jumbo,,9.1,5.0%
2018-05-21,South Central (SC),Large,,151.0,-3.8%
2018-05-21,South Central (SC),Medium,,30.3,1.6%
2018-05-21,South Central (SC),Misc,,14.4,-1.9%
2018-05-21,South Central (SC),Small,,4.4,38.6%
2018-05-21,South Central (SC),Total,,253.6,-4.5%
2018-05-21,South Central (SC),Ungraded,,20.0,-34.0%
2018-05-21,Southeast (SE),,Cage-Free,11.0,18.0%
2018-05-21,Southeast (SE),,Organic,7.1,5.8%
2018-05-21,Southeast (SE),,Specialty,21.6,7.5%
2018-05-21,Southeast (SE),Extra Large,,29.9,-1.2%
2018-05-21,Southeast (SE),Jumbo,,10.1,0.9%
2018-05-21,Southeast (SE),Large,,163.4,-2.5%
2018-05-21,Southeast (SE),Medium,,25.5,16.3%
2018-05-21,Southeast (SE),Misc,,9.5,10.6%
2018-05-21,Southeast (SE),Small,,1.0,-26.1%
2018-05-21,Southeast (SE),Total,,280.0,0.1%
2018-05-21,Southeast (SE),Ungraded,,40.5,1.6%
2018-05-21,Southwest (SW),,Cage-Free,8.8,21.2%
2018-05-21,Southwest (SW),,Organic,19.1,17.6%
2018-05-21,Southwest (SW),,Specialty,11.5,64.0%
2018-05-21,Southwest (SW),Extra Large,,22.3,-25.3%
2018-05-21,Southwest (SW),Jumbo,,6.0,-4.6%
2018-05-21,Southwest (SW),Large,,92.6,-8.3%
2018-05-21,Southwest (SW),Medium,,22.2,-0.6%
2018-05-21,Southwest (SW),Misc,,4.6,-2.0%
2018-05-21,Southwest (SW),Small,,1.2,45.0%
2018-05-21,Southwest (SW),Total,,185.2,-4.8%
2018-05-21,Southwest (SW),Ungraded,,36.2,22.0%
2018-05-28,,Breaking Stock,,323.4,9.4%
2018-05-28,6-Area,,Cage-Free,72.6,1.7%
2018-05-28,6-Area,,Organic,85.0,5.3%
2018-05-28,6-Area,,Specialty,46.0,-13.9%
2018-05-28,6-Area,Extra Large,,159.4,2.8%
2018-05-28,6-Area,Jumbo,,48.0,-8.6%
2018-05-28,6-Area,Large,,651.8,-8.1%
2018-05-28,6-Area,Medium,,173.0,6.2%
2018-05-28,6-Area,Misc,,61.3,-4.6%
2018-05-28,6-Area,Small,,19.3,14.0%
2018-05-28,6-Area,Total,,1377.4,-3.6%
2018-05-28,6-Area,Ungraded,,264.6,-1.4%
2018-05-28,Midwest (MW),,Cage-Free,37.7,7.0%
2018-05-28,Midwest (MW),,Organic,40.9,5.9%
2018-05-28,Midwest (MW),,Specialty,1.2,12.1%
2018-05-28,Midwest (MW),Extra Large,,36.9,-2.9%
2018-05-28,Midwest (MW),Jumbo,,9.0,-26.3%
2018-05-28,Midwest (MW),Large,,134.4,-13.1%
2018-05-28,Midwest (MW),Medium,,61.1,19.4%
2018-05-28,Midwest (MW),Misc,,27.4,-12.4%
2018-05-28,Midwest (MW),Small,,4.3,20.6%
2018-05-28,Midwest (MW),Total,,401.0,-4.2%
2018-05-28,Midwest (MW),Ungraded,,127.8,0.3%
2018-05-28,Northeast (NE),,Cage-Free,0.8,-60.3%
2018-05-28,Northeast (NE),,Organic,7.4,-12.1%
2018-05-28,Northeast (NE),,Specialty,11.8,-10.2%
2018-05-28,Northeast (NE),Extra Large,,30.7,-2.7%
2018-05-28,Northeast (NE),Jumbo,,9.2,-13.3%
2018-05-28,Northeast (NE),Large,,71.7,-1.7%
2018-05-28,Northeast (NE),Medium,,23.2,7.3%
2018-05-28,Northeast (NE),Misc,,4.6,40.6%
2018-05-28,Northeast (NE),Small,,3.4,6.4%
2018-05-28,Northeast (NE),Total,,166.1,-1.1%
2018-05-28,Northeast (NE),Ungraded,,23.3,-6.3%
2018-05-28,Northwest (NW),,Cage-Free,6.6,127.6%
2018-05-28,Northwest (NW),,Organic,1.4,-15.7%
2018-05-28,Northwest (NW),,Specialty,2.3,-28.9%
2018-05-28,Northwest (NW),Extra Large,,7.2,-20.4%
2018-05-28,Northwest (NW),Jumbo,,3.9,-13.3%
2018-05-28,Northwest (NW),Large,,75.3,1.1%
2018-05-28,Northwest (NW),Medium,,13.0,7.2%
2018-05-28,Northwest (NW),Misc,,1.9,86.0%
2018-05-28,Northwest (NW),Small,,3.7,6.2%
2018-05-28,Northwest (NW),Total,,119.5,-3.4%
2018-05-28,Northwest (NW),Ungraded,,14.7,-23.2%
2018-05-28,South Central (SC),,Cage-Free,11.6,1.3%
2018-05-28,South Central (SC),,Organic,6.7,14.8%
2018-05-28,South Central (SC),,Specialty,3.1,2.6%
2018-05-28,South Central (SC),Extra Large,,23.4,-3.5%
2018-05-28,South Central (SC),Jumbo,,8.8,-3.8%
2018-05-28,South Central (SC),Large,,140.6,-6.9%
2018-05-28,South Central (SC),Medium,,33.8,11.5%
2018-05-28,South Central (SC),Misc,,11.4,-20.8%
2018-05-28,South Central (SC),Small,,6.1,37.9%
2018-05-28,South Central (SC),Total,,243.7,-3.9%
2018-05-28,South Central (SC),Ungraded,,19.7,-1.6%
2018-05-28,Southeast (SE),,Cage-Free,9.6,-12.5%
2018-05-28,Southeast (SE),,Organic,6.8,-3.9%
2018-05-28,Southeast (SE),,Specialty,19.7,-8.8%
2018-05-28,Southeast (SE),Extra Large,,30.4,1.8%
2018-05-28,Southeast (SE),Jumbo,,10.3,1.6%
2018-05-28,Southeast (SE),Large,,141.6,-13.3%
2018-05-28,Southeast (SE),Medium,,21.3,-16.3%
2018-05-28,Southeast (SE),Misc,,11.2,17.6%
2018-05-28,Southeast (SE),Small,,0.3,-65.7%
2018-05-28,Southeast (SE),Total,,256.1,-8.5%
2018-05-28,Southeast (SE),Ungraded,,40.9,1.0%
2018-05-28,Southwest (SW),,Cage-Free,6.3,-28.8%
2018-05-28,Southwest (SW),,Organic,21.9,14.4%
2018-05-28,Southwest (SW),,Specialty,8.0,-30.5%
2018-05-28,Southwest (SW),Extra Large,,30.8,38.1%
2018-05-28,Southwest (SW),Jumbo,,6.9,15.2%
2018-05-28,Southwest (SW),Large,,88.2,-4.8%
2018-05-28,Southwest (SW),Medium,,20.6,-7.1%
2018-05-28,Southwest (SW),Misc,,4.8,4.1%
2018-05-28,Southwest (SW),Small,,1.4,16.2%
2018-05-28,Southwest (SW),Total,,190.9,3.1%
2018-05-28,Southwest (SW),Ungraded,,38.2,5.5%
2018-06-04,,Breaking Stock,,357.1,10.4%
2018-06-04,6-Area,,Cage-Free,82.0,13.0%
2018-06-04,6-Area,,Organic,85.5,0.6%
2018-06-04,6-Area,,Specialty,45.7,-0.6%
2018-06-04,6-Area,Extra Large,,145.2,-8.9%
2018-06-04,6-Area,Jumbo,,50.2,4.5%
2018-06-04,6-Area,Large,,633.2,-2.9%
2018-06-04,6-Area,Medium,,191.0,10.4%
2018-06-04,6-Area,Misc,,69.6,13.5%
2018-06-04,6-Area,Small,,17.3,-10.4%
2018-06-04,6-Area,Total,,1379.4,0.1%
2018-06-04,6-Area,Ungraded,,272.9,3.1%
2018-06-04,Midwest (MW),,Cage-Free,41.2,9.3%
2018-06-04,Midwest (MW),,Organic,42.6,4.2%
2018-06-04,Midwest (MW),,Specialty,2.0,66.3%
2018-06-04,Midwest (MW),Extra Large,,40.7,10.4%
2018-06-04,Midwest (MW),Jumbo,,12.4,38.0%
2018-06-04,Midwest (MW),Large,,129.1,-4.0%
2018-06-04,Midwest (MW),Medium,,70.6,15.6%
2018-06-04,Midwest (MW),Misc,,33.3,21.6%
2018-06-04,Midwest (MW),Small,,5.0,16.6%
2018-06-04,Midwest (MW),Total,,443.9,10.7%
2018-06-04,Midwest (MW),Ungraded,,152.7,19.5%
2018-06-04,Northeast (NE),,Cage-Free,1.3,61.8%
2018-06-04,Northeast (NE),,Organic,7.8,5.2%
2018-06-04,Northeast (NE),,Specialty,12.6,6.5%
2018-06-04,Northeast (NE),Extra Large,,22.3,-27.4%
2018-06-04,Northeast (NE),Jumbo,,10.0,8.4%
2018-06-04,Northeast (NE),Large,,60.6,-15.5%
2018-06-04,Northeast (NE),Medium,,28.8,24.0%
2018-06-04,Northeast (NE),Misc,,4.4,-5.2%
2018-06-04,Northeast (NE),Small,,3.5,3.0%
2018-06-04,Northeast (NE),Total,,151.6,-8.7%
2018-06-04,Northeast (NE),Ungraded,,22.2,-4.8%
2018-06-04,Northwest (NW),,Cage-Free,7.4,12.0%
2018-06-04,Northwest (NW),,Organic,2.8,96.6%
2018-06-04,Northwest (NW),,Specialty,1.2,-49.2%
2018-06-04,Northwest (NW),Extra Large,,6.6,-8.3%
2018-06-04,Northwest (NW),Jumbo,,3.6,-8.4%
2018-06-04,Northwest (NW),Large,,74.8,-0.6%
2018-06-04,Northwest (NW),Medium,,12.3,-5.8%
2018-06-04,Northwest (NW),Misc,,1.3,-29.3%
2018-06-04,Northwest (NW),Small,,2.8,-23.5%
2018-06-04,Northwest (NW),Total,,112.0,-6.3%
2018-06-04,Northwest (NW),Ungraded,,10.6,-27.8%
2018-06-04,South Central (SC),,Cage-Free,11.1,-4.5%
2018-06-04,South Central (SC),,Organic,6.9,2.6%
2018-06-04,South Central (SC),,Specialty,3.3,7.1%
2018-06-04,South Central (SC),Extra Large,,20.4,-12.7%
2018-06-04,South Central (SC),Jumbo,,8.5,-3.2%
2018-06-04,South Central (SC),Large,,139.0,-1.1%
2018-06-04,South Central (SC),Medium,,39.3,16.2%
2018-06-04,South Central (SC),Misc,,12.8,12.7%
2018-06-04,South Central (SC),Small,,5.0,-18.0%
2018-06-04,South Central (SC),Total,,244.7,0.4%
2018-06-04,South Central (SC),Ungraded,,19.6,-0.7%
2018-06-04,Southeast (SE),,Cage-Free,10.6,10.5%
2018-06-04,Southeast (SE),,Organic,6.8,-0.4%
2018-06-04,Southeast (SE),,Specialty,19.8,0.5%
2018-06-04,Southeast (SE),Extra Large,,31.6,3.8%
2018-06-04,Southeast (SE),Jumbo,,9.2,-11.1%
2018-06-04,Southeast (SE),Large,,138.5,-2.2%
2018-06-04,Southeast (SE),Medium,,20.1,-5.7%
2018-06-04,Southeast (SE),Misc,,13.0,15.8%
2018-06-04,Southeast (SE),Small,,0.2,-20.7%
2018-06-04,Southeast (SE),Total,,247.6,-3.3%
2018-06-04,Southeast (SE),Ungraded,,35.1,-14.3%
2018-06-04,Southwest (SW),,Cage-Free,10.4,65.5%
2018-06-04,Southwest (SW),,Organic,18.8,-14.3%
2018-06-04,Southwest (SW),,Specialty,6.9,-13.9%
2018-06-04,Southwest (SW),Extra Large,,23.6,-23.5%
2018-06-04,Southwest (SW),Jumbo,,6.5,-5.6%
2018-06-04,Southwest (SW),Large,,91.2,3.5%
2018-06-04,Southwest (SW),Medium,,20.0,-3.0%
2018-06-04,Southwest (SW),Misc,,4.8,-0.6%
2018-06-04,Southwest (SW),Small,,0.7,-49.9%
2018-06-04,Southwest (SW),Total,,179.5,-6.0%
2018-06-04,Southwest (SW),Ungraded,,32.7,-14.3%
2018-06-11,,Breaking Stock,,339.7,-4.9%
2018-06-11,6-Area,,Cage-Free,91.7,11.9%
2018-06-11,6-Area,,Organic,85.8,0.3%
2018-06-11,6-Area,,Specialty,42.2,-7.6%
2018-06-11,6-Area,Extra Large,,123.9,-14.7%
2018-06-11,6-Area,Jumbo,,48.8,-2.8%
2018-06-11,6-Area,Large,,592.6,-6.4%
2018-06-11,6-Area,Medium,,194.1,1.6%
2018-06-11,6-Area,Misc,,76.9,10.6%
2018-06-11,6-Area,Small,,17.0,-1.6%
2018-06-11,6-Area,Total,,1319.7,-4.3%
2018-06-11,6-Area,Ungraded,,266.3,-2.4%
2018-06-11,Midwest (MW),,Cage-Free,50.3,22.2%
2018-06-11,Midwest (MW),,Organic,38.9,-8.8%
2018-06-11,Midwest (MW),,Specialty,0.6,-68.3%
2018-06-11,Midwest (MW),Extra Large,,30.6,-24.8%
2018-06-11,Midwest (MW),Jumbo,,11.8,-4.8%
2018-06-11,Midwest (MW),Large,,133.4,3.3%
2018-06-11,Midwest (MW),Medium,,65.5,-7.3%
2018-06-11,Midwest (MW),Misc,,37.4,12.4%
2018-06-11,Midwest (MW),Small,,5.4,8.9%
2018-06-11,Midwest (MW),Total,,433.4,-2.4%
2018-06-11,Midwest (MW),Ungraded,,149.3,-2.3%
2018-06-11,Northeast (NE),,Cage-Free,3.6,174.4%
2018-06-11,Northeast (NE),,Organic,10.9,39.6%
2018-06-11,Northeast (NE),,Specialty,11.9,-5.9%
2018-06-11,Northeast (NE),Extra Large,,22.3,-0.2%
2018-06-11,Northeast (NE),Jumbo,,11.2,11.9%
2018-06-11,Northeast (NE),Large,,69.4,14.6%
2018-06-11,Northeast (NE),Medium,,28.5,-0.9%
2018-06-11,Northeast (NE),Misc,,3.5,-21.3%
2018-06-11,Northeast (NE),Small,,3.6,2.2%
2018-06-11,Northeast (NE),Total,,157.1,3.6%
2018-06-11,Northeast (NE),Ungraded,,18.6,-16.1%
2018-06-11,Northwest (NW),,Cage-Free,6.0,-19.5%
2018-06-11,Northwest (NW),,Organic,1.5,-45.0%
2018-06-11,Northwest (NW),,Specialty,1.9,56.6%
2018-06-11,Northwest (NW),Extra Large,,4.2,-37.0%
2018-06-11,Northwest (NW),Jumbo,,4.0,10.8%
2018-06-11,Northwest (NW),Large,,68.1,-8.9%
2018-06-11,Northwest (NW),Medium,,13.9,13.3%
2018-06-11,Northwest (NW),Misc,,0.9,-30.8%
2018-06-11,Northwest (NW),Small,,0.6,-78.4%
2018-06-11,Northwest (NW),Total,,111.2,-0.7%
2018-06-11,Northwest (NW),Ungraded,,19.5,84.2%
2018-06-11,South Central (SC),,Cage-Free,9.8,-11.8%
2018-06-11,South Central (SC),,Organic,7.4,7.3%
2018-06-11,South Central (SC),,Specialty,2.9,-12.2%
2018-06-11,South Central (SC),Extra Large,,16.6,-18.8%
2018-06-11,South Central (SC),Jumbo,,8.4,-1.1%
2018-06-11,South Central (SC),Large,,130.4,-6.2%
2018-06-11,South Central (SC),Medium,,43.5,10.8%
2018-06-11,South Central (SC),Misc,,17.7,38.5%
2018-06-11,South Central (SC),Small,,5.4,8.0%
2018-06-11,South Central (SC),Total,,240.0,-1.9%
2018-06-11,South Central (SC),Ungraded,,18.0,-8.3%
2018-06-11,Southeast (SE),,Cage-Free,12.2,15.3%
2018-06-11,Southeast (SE),,Organic,6.5,-4.2%
2018-06-11,Southeast (SE),,Specialty,18.9,-4.7%
2018-06-11,Southeast (SE),Extra Large,,32.8,3.9%
2018-06-11,Southeast (SE),Jumbo,,8.1,-11.5%
2018-06-11,Southeast (SE),Large,,121.4,-12.3%
2018-06-11,Southeast (SE),Medium,,25.0,24.3%
2018-06-11,Southeast (SE),Misc,,11.9,-8.1%
2018-06-11,Southeast (SE),Small,,1.5,666.5%
2018-06-11,Southeast (SE),Total,,236.6,-4.4%
2018-06-11,Southeast (SE),Ungraded,,35.8,1.9%
2018-06-11,Southwest (SW),,Cage-Free,9.9,-5.1%
2018-06-11,Southwest (SW),,Organic,20.6,9.4%
2018-06-11,Southwest (SW),,Specialty,6.1,-12.0%
2018-06-11,Southwest (SW),Extra Large,,17.5,-26.0%
2018-06-11,Southwest (SW),Jumbo,,5.3,-18.7%
2018-06-11,Southwest (SW),Large,,69.8,-23.5%
2018-06-11,Southwest (SW),Medium,,17.7,-11.6%
2018-06-11,Southwest (SW),Misc,,5.5,14.2%
2018-06-11,Southwest (SW),Small,,0.5,-32.4%
2018-06-11,Southwest (SW),Total,,141.3,-21.3%
2018-06-11,Southwest (SW),Ungraded,,25.2,-23.1%
2018-06-18,,Breaking Stock,,339.5,-0.1%
2018-06-18,6-Area,,Cage-Free,88.3,-3.7%
2018-06-18,6-Area,,Organic,88.4,3.1%
2018-06-18,6-Area,,Specialty,42.6,0.9%
2018-06-18,6-Area,Extra Large,,122.8,-0.9%
2018-06-18,6-Area,Jumbo,,51.3,5.2%
2018-06-18,6-Area,Large,,579.0,-2.3%
2018-06-18,6-Area,Medium,,175.1,-9.8%
2018-06-18,6-Area,Misc,,72.6,-5.6%
2018-06-18,6-Area,Small,,15.5,-8.7%
2018-06-18,6-Area,Total,,1291.2,-2.2%
2018-06-18,6-Area,Ungraded,,274.8,3.2%
2018-06-18,Midwest (MW),,Cage-Free,51.2,1.8%
2018-06-18,Midwest (MW),,Organic,39.7,2.2%
2018-06-18,Midwest (MW),,Specialty,0.2,-73.2%
2018-06-18,Midwest (MW),Extra Large,,34.6,13.2%
2018-06-18,Midwest (MW),Jumbo,,12.0,1.5%
2018-06-18,Midwest (MW),Large,,132.5,-0.6%
2018-06-18,Midwest (MW),Medium,,66.3,1.3%
2018-06-18,Midwest (MW),Misc,,33.7,-10.0%
2018-06-18,Midwest (MW),Small,,5.5,1.6%
2018-06-18,Midwest (MW),Total,,444.3,2.5%
2018-06-18,Midwest (MW),Ungraded,,159.6,6.9%
2018-06-18,Northeast (NE),,Cage-Free,2.2,-39.7%
2018-06-18,Northeast (NE),,Organic,9.3,-14.7%
2018-06-18,Northeast (NE),,Specialty,12.0,1.2%
2018-06-18,Northeast (NE),Extra Large,,21.4,-4.2%
2018-06-18,Northeast (NE),Jumbo,,11.3,1.2%
2018-06-18,Northeast (NE),Large,,62.1,-10.5%
2018-06-18,Northeast (NE),Medium,,24.1,-15.5%
2018-06-18,Northeast (NE),Misc,,2.8,-20.7%
2018-06-18,Northeast (NE),Small,,3.6,-0.2%
2018-06-18,Northeast (NE),Total,,144.1,-8.3%
2018-06-18,Northeast (NE),Ungraded,,18.8,1.3%
2018-06-18,Northwest (NW),,Cage-Free,4.9,-18.5%
2018-06-18,Northwest (NW),,Organic,1.6,7.4%
2018-06-18,Northwest (NW),,Specialty,1.4,-24.0%
2018-06-18,Northwest (NW),Extra Large,,5.5,30.7%
2018-06-18,Northwest (NW),Jumbo,,4.3,6.4%
2018-06-18,Northwest (NW),Large,,62.0,-9.0%
2018-06-18,Northwest (NW),Medium,,8.8,-36.7%
2018-06-18,Northwest (NW),Misc,,0.7,-23.3%
2018-06-18,Northwest (NW),Small,,1.2,106.8%
2018-06-18,Northwest (NW),Total,,96.2,-13.5%
2018-06-18,Northwest (NW),Ungraded,,13.8,-29.2%
2018-06-18,South Central (SC),,Cage-Free,10.3,4.8%
2018-06-18,South Central (SC),,Organic,7.5,1.2%
2018-06-18,South Central (SC),,Specialty,2.9,1.3%
2018-06-18,South Central (SC),Extra Large,,16.4,-0.9%
2018-06-18,South Central (SC),Jumbo,,8.9,6.0%
2018-06-18,South Central (SC),Large,,118.2,-9.3%
2018-06-18,South Central (SC),Medium,,32.6,-25.2%
2018-06-18,South Central (SC),Misc,,15.2,-14.3%
2018-06-18,South Central (SC),Small,,1.9,-64.7%
2018-06-18,South Central (SC),Total,,214.0,-10.9%
2018-06-18,South Central (SC),Ungraded,,20.8,15.3%
2018-06-18,Southeast (SE),,Cage-Free,11.0,-9.6%
2018-06-18,Southeast (SE),,Organic,7.8,20.5%
2018-06-18,Southeast (SE),,Specialty,22.1,16.8%
2018-06-18,Southeast (SE),Extra Large,,28.0,-14.8%
2018-06-18,Southeast (SE),Jumbo,,9.5,17.1%
2018-06-18,Southeast (SE),Large,,126.3,4.0%
2018-06-18,Southeast (SE),Medium,,20.8,-16.8%
2018-06-18,Southeast (SE),Misc,,14.6,22.3%
2018-06-18,Southeast (SE),Small,,1.4,-9.6%
2018-06-18,Southeast (SE),Total,,236.4,-0.1%
2018-06-18,Southeast (SE),Ungraded,,36.0,0.5%
2018-06-18,Southwest (SW),,Cage-Free,8.8,-11.4%
2018-06-18,Southwest (SW),,Organic,22.5,9.0%
2018-06-18,Southwest (SW),,Specialty,3.9,-35.9%
2018-06-18,Southwest (SW),Extra Large,,17.0,-3.1%
2018-06-18,Southwest (SW),Jumbo,,5.4,1.3%
2018-06-18,Southwest (SW),Large,,77.9,11.6%
2018-06-18,Southwest (SW),Medium,,22.5,27.2%
2018-06-18,Southwest (SW),Misc,,5.8,5.2%
2018-06-18,Southwest (SW),Small,,1.9,287.6%
2018-06-18,Southwest (SW),Total,,156.2,10.6%
2018-06-18,Southwest (SW),Ungraded,,25.8,2.2%
2018-06-25,,Breaking Stock,,333.5,-1.8%
2018-06-25,6-Area,,Cage-Free,158.4,79.4%
2018-06-25,6-Area,,Organic,113.1,27.9%
2018-06-25,6-Area,,Specialty,98.4,130.9%
2018-06-25,6-Area,Extra Large,,148.2,20.7%
2018-06-25,6-Area,Jumbo,,101.2,97.3%
2018-06-25,6-Area,Large,,602.2,4.0%
2018-06-25,6-Area,Medium,,215.5,23.1%
2018-06-25,6-Area,Misc,,81.9,12.8%
2018-06-25,6-Area,Small,,45.6,194.4%
2018-06-25,6-Area,Total,,1463.0,13.3%
2018-06-25,6-Area,Ungraded,,268.5,-2.3%
2018-06-25,Midwest (MW),,Cage-Free,54.3,6.1%
2018-06-25,Midwest (MW),,Organic,41.1,3.6%
2018-06-25,Midwest (MW),,Specialty,0.7,251.0%
2018-06-25,Midwest (MW),Extra Large,,26.9,-22.4%
2018-06-25,Midwest (MW),Jumbo,,10.6,-11.6%
2018-06-25,Midwest (MW),Large,,117.3,-11.5%
2018-06-25,Midwest (MW),Medium,,67.0,1.1%
2018-06-25,Midwest (MW),Misc,,38.9,15.6%
2018-06-25,Midwest (MW),Small,,5.5,0.5%
2018-06-25,Midwest (MW),Total,,400.7,-9.8%
2018-06-25,Midwest (MW),Ungraded,,134.4,-15.8%
2018-06-25,Northeast (NE),,Cage-Free,2.1,-3.6%
2018-06-25,Northeast (NE),,Organic,9.8,5.0%
2018-06-25,Northeast (NE),,Specialty,26.1,117.3%
2018-06-25,Northeast (NE),Extra Large,,22.8,6.7%
2018-06-25,Northeast (NE),Jumbo,,12.3,9.1%
2018-06-25,Northeast (NE),Large,,75.9,22.2%
2018-06-25,Northeast (NE),Medium,,24.2,0.4%
2018-06-25,Northeast (NE),Misc,,3.5,24.9%
2018-06-25,Northeast (NE),Small,,2.3,-37.2%
2018-06-25,Northeast (NE),Total,,158.2,9.8%
2018-06-25,Northeast (NE),Ungraded,,17.2,-8.5%
2018-06-25,Northwest (NW),,Cage-Free,23.9,387.0%
2018-06-25,Northwest (NW),,Organic,9.6,502.1%
2018-06-25,Northwest (NW),,Specialty,9.2,559.9%
2018-06-25,Northwest (NW),Extra Large,,10.0,82.3%
2018-06-25,Northwest (NW),Jumbo,,21.7,405.7%
2018-06-25,Northwest (NW),Large,,63.1,1.8%
2018-06-25,Northwest (NW),Medium,,14.8,68.5%
2018-06-25,Northwest (NW),Misc,,1.2,67.1%
2018-06-25,Northwest (NW),Small,,12.5,938.6%
2018-06-25,Northwest (NW),Total,,141.1,46.7%
2018-06-25,Northwest (NW),Ungraded,,17.7,28.5%
2018-06-25,South Central (SC),,Cage-Free,27.6,168.4%
2018-06-25,South Central (SC),,Organic,11.1,48.4%
2018-06-25,South Central (SC),,Specialty,23.9,724.7%
2018-06-25,South Central (SC),Extra Large,,22.0,34.3%
2018-06-25,South Central (SC),Jumbo,,19.7,121.2%
2018-06-25,South Central (SC),Large,,126.0,6.6%
2018-06-25,South Central (SC),Medium,,50.3,54.3%
