confirmation_date,state,county,flock_type,species,flock_size
2024-11-27,Utah,Sanpete,Commercial Turkey Meat Bird,,51800
2024-11-29,California,Fresno,Commercial Broiler Production,,266400
2024-11-29,California,Tulare,Commercial Duck Breeder,,26500
2024-11-29,California,Fresno,Commercial Duck Breeder,,23100
2024-11-29,California,Merced,Commercial Turkey Meat Bird,,25200
2024-11-29,Minnesota,Meeker,Commercial Turkey Meat Bird,,223800
2024-11-29,Tennessee,Gibson,Commercial Broiler Breeder,,37700
2024-12-02,North Dakota,Bottineau,WOAH Poultry,,30
2024-12-03,California,Fresno,Commercial Broiler Production,,237100
2024-12-03,Kansas,Douglas,WOAH Non-Poultry,,100
2024-12-03,Oklahoma,Adair,Commercial Broiler Breeder,,63700
2024-12-03,South Dakota,Mcpherson,Commercial Turkey Meat Bird,,78200
2024-12-03,South Dakota,Spink,Commercial Turkey Meat Bird,,41400
2024-12-03,Utah,Utah,WOAH Non-Poultry,,30
2024-12-04,California,Stanislaus,Commercial Table Egg Layer,,720800
2024-12-04,California,Stanislaus,Commercial Turkey Meat Bird,,23100
2024-12-04,California,Stanislaus,Commercial Turkey Meat Bird,,57700
2024-12-04,California,Sacramento,Commercial Turkey Meat Bird,,61200
2024-12-04,California,Riverside,WOAH Non-Poultry,,70
2024-12-04,South Dakota,Charles Mix,Commercial Turkey Meat Bird,,65200
2024-12-05,California,San Joaquin,Commercial Duck Meat Bird,,13000
2024-12-05,California,Merced,Commercial Table Egg Layer,,1723800
2024-12-05,California,Merced,Commercial Table Egg Layer,,793700
2024-12-05,California,Merced,Commercial Table Egg Layer,,306100
2024-12-06,California,Stanislaus,WOAH Poultry,,44100
2024-12-06,Colorado,Pitkin,WOAH Non-Poultry,,50
2024-12-06,Iowa,Sioux,Commercial Table Egg Layer,,4200000
2024-12-06,Nebraska,Nemaha,Commercial Turkey Breeder Hens,,12400
2024-12-06,Wyoming,Washakie,WOAH Non-Poultry,,20
2024-12-09,Arkansas,Lafayette,WOAH Non-Poultry,,40
2024-12-09,California,Kern,WOAH Poultry,,45400
2024-12-09,South Dakota,Hutchinson,Commercial Turkey Meat Bird,,42800
2024-12-09,South Dakota,Beadle,Commercial Turkey Meat Bird,,50600
2024-12-10,California,Tulare,Commercial Broiler Production,,330200
2024-12-10,California,Stanislaus,Commercial Duck Breeder,,82600
2024-12-10,Colorado,La Plata,WOAH Non-Poultry,,20
2024-12-10,Idaho,Franklin,WOAH Non-Poultry,,40
2024-12-10,Idaho,Jefferson,WOAH Non-Poultry,,60
2024-12-10,Kansas,Jewell,WOAH Non-Poultry,,40
2024-12-10,Missouri,Cedar,WOAH Non-Poultry,,20
2024-12-10,Missouri,Daviess,WOAH Poultry,,19900
2024-12-10,South Dakota,Charles Mix,Commercial Turkey Meat Bird,,32400
2024-12-10,South Dakota,Moody,Commercial Turkey Meat Bird,,46700
2024-12-10,South Dakota,Beadle,Commercial Turkey Meat Bird,,52200
2024-12-11,Iowa,Sioux,Commercial Table Egg Layer,,1575700
2024-12-11,Iowa,Palo Alto,Commercial Turkey Meat Bird,,31100
2024-12-11,Nebraska,Dodge,WOAH Non-Poultry,,10
2024-12-11,Oklahoma,Adair,WOAH Poultry,,40000
2024-12-11,South Dakota,Brule,Commercial Turkey Meat Bird,,50900
2024-12-12,Arkansas,Craighead,WOAH Non-Poultry,,10
2024-12-12,Arkansas,Pope,WOAH Non-Poultry,,40
2024-12-12,Iowa,Sac,Commercial Turkey Meat Bird,,45200
2024-12-12,South Dakota,Kingsbury,Commercial Turkey Meat Bird,,39300
2024-12-13,California,Tulare,Commercial Broiler Production,,514500
2024-12-13,Illinois,Livingston,Commercial Turkey Breeder Hens,,40500
2024-12-13,Wisconsin,Barron,Commercial Turkey Breeder Hens,,13200
2024-12-14,California,Monterey,Commercial Duck Breeder,,13700
2024-12-14,California,Merced,Commercial Duck Meat Bird,,119000
2024-12-14,California,Tulare,Commercial Duck Meat Bird,,41100
2024-12-14,Louisiana,Bossier,WOAH Non-Poultry,,40
2024-12-16,California,Merced,Commercial Table Egg Pullets,,424700
2024-12-16,California,Merced,Commercial Turkey Meat Bird,,53100
2024-12-16,Nebraska,Sarpy,WOAH Non-Poultry,,30
2024-12-17,California,Stanislaus,Commercial Turkey Meat Bird,,33100
2024-12-17,Idaho,Lemhi,WOAH Non-Poultry,,20
2024-12-17,Idaho,Lemhi,WOAH Non-Poultry,,150
2024-12-17,Iowa,O'brien,Commercial Table Egg Layer,,351400
2024-12-17,Iowa,Sioux,Commercial Table Egg Layer,,428600
2024-12-17,Iowa,Worth,Commercial Turkey Meat Bird,,19500
2024-12-17,Iowa,Monona,WOAH Non-Poultry,,30
2024-12-17,Nebraska,Lancaster,WOAH Poultry,,290
2024-12-17,South Dakota,Bon Homme,Commercial Turkey Meat Bird,,48700
2024-12-17,South Dakota,Charles Mix,Commercial Turkey Meat Bird,,74800
2024-12-17,South Dakota,Charles Mix,WOAH Poultry,,1800
2024-12-18,Kansas,Doniphan,Commercial Raised for Release Upland Game Bird,,5700
2024-12-18,Kansas,Rooks,Commercial Raised for Release Upland Game Bird,,5300
2024-12-18,Louisiana,Jefferson Davis Pari,WOAH Non-Poultry,,30
2024-12-18,Missouri,Howard,WOAH Non-Poultry,,60
2024-12-18,North Dakota,Nelson,WOAH Non-Poultry,,60
2024-12-19,Alabama,Cullman,Commercial Broiler Production,,116000
2024-12-19,Alabama,Pickens,WOAH Non-Poultry,,50
2024-12-19,Arkansas,Jackson,WOAH Non-Poultry,,230
2024-12-19,California,Stanislaus,Commercial Table Egg Layer,,295800
2024-12-19,Minnesota,Stearns,Commercial Turkey Meat Bird,,12600
2024-12-19,Minnesota,Fillmore,Commercial Turkey Meat Bird,,28600
2024-12-19,Ohio,Greene,WOAH Poultry,,110
2024-12-19,Oregon,Coos,WOAH Non-Poultry,,40
2024-12-19,Oregon,Deschutes,WOAH Non-Poultry,,90
2024-12-19,Wisconsin,Kenosha,WOAH Poultry,,6
2024-12-20,Arkansas,Craighead,WOAH Non-Poultry,,50
2024-12-20,Kansas,Sedgwick,WOAH Non-Poultry,,30
2024-12-20,Minnesota,Chippewa,Commercial Turkey Meat Bird,,54800
2024-12-20,Minnesota,Houston,WOAH Non-Poultry,,60
2024-12-20,Mississippi,Greene,Commercial Broiler Breeder,,26000
2024-12-20,Missouri,Cooper,Commercial Turkey Breeder Hens,,13000
2024-12-23,California,El Dorado,WOAH Non-Poultry,,30
2024-12-23,Illinois,Lawrence,Commercial Turkey Meat Bird,,41400
2024-12-23,Michigan,Ottawa,Commercial Turkey Meat Bird,,75500
2024-12-24,California,Riverside,Commercial Table Egg Layer,,1105500
2024-12-24,California,San Joaquin,Commercial Table Egg Layer,,627800
2024-12-24,California,Stanislaus,Commercial Table Egg Layer,,392100
2024-12-24,Missouri,Cass,WOAH Non-Poultry,,60
2024-12-24,Missouri,Dade,WOAH Non-Poultry,,90
2024-12-24,Oklahoma,Adair,Commercial Turkey Meat Bird,,45000
2024-12-24,Oklahoma,Adair,Commercial Turkey Meat Bird,,81400
2024-12-24,Vermont,Franklin,WOAH Non-Poultry,,20
2024-12-26,Kansas,Phillips,WOAH Non-Poultry,,10
2024-12-27,California,Stanislaus,Commercial Broiler Production,,101700
2024-12-27,California,Sacramento,Commercial Broiler Production,,153800
2024-12-27,Kansas,Anderson,WOAH Non-Poultry,,40
2024-12-27,Kansas,Coffey,WOAH Non-Poultry,,50
2024-12-27,Michigan,Ottawa,Commercial Turkey Meat Bird,,113200
2024-12-27,Missouri,Cooper,Commercial Turkey Breeder Hens,,14900
2024-12-27,Missouri,Pemiscot,WOAH Non-Poultry,,70
2024-12-27,Ohio,Darke,Commercial Table Egg Layer,,931300
2024-12-27,Wisconsin,Burnett,Commercial Turkey Meat Bird,,18600
2024-12-27,Wyoming,Sheridan,WOAH Non-Poultry,,0
2024-12-30,Arkansas,Clay,Commercial Broiler Production,,227500
2024-12-30,Idaho,Twin Falls,WOAH Non-Poultry,,30
2024-12-30,Mississippi,Copiah,Commercial Broiler Production,,210000
2024-12-30,Nebraska,Johnson,Commercial Broiler Production,,209100
2024-12-30,Tennessee,Tipton,WOAH Non-Poultry,,10
2024-12-31,California,Riverside,Commercial Table Egg Layer,,181300
2024-12-31,California,Butte,WOAH Non-Poultry,,70
2024-12-31,Michigan,Ottawa,Commercial Turkey Meat Bird,,23400
2024-12-31,Michigan,Ottawa,Commercial Turkey Meat Bird,,29400
2024-12-31,Michigan,Jackson,WOAH Non-Poultry,,9
2024-12-31,South Carolina,Spartanburg,Commercial Upland Gamebird Producer,,920
2024-12-31,South Dakota,Miner,WOAH Poultry,,1500
2025-01-02,California,Stanislaus,Commercial Table Egg Layer,,75200
2025-01-03,Arkansas,Sharp,WOAH Non-Poultry,,20
2025-01-03,California,Stanislaus,Commercial Broiler Production,,236100
2025-01-03,California,Butte,Commercial Raised for Release Upland Game Bird,,38700
2025-01-03,Idaho,Canyon,WOAH Non-Poultry,,20
2025-01-03,Idaho,Canyon,WOAH Non-Poultry,,20
2025-01-03,Idaho,Canyon,WOAH Non-Poultry,,70
2025-01-03,Idaho,Canyon,WOAH Non-Poultry,,20
2025-01-03,West Virginia,Pocahontas,WOAH Poultry,,9
2025-01-04,Delaware,Kent,Commercial Broiler Production,,125000
2025-01-04,Michigan,Ottawa,Commercial Turkey Meat Bird,,47000
2025-01-04,Michigan,Ottawa,Commercial Turkey Meat Bird,,55200
2025-01-06,Minnesota,Olmsted,WOAH Non-Poultry,,120
2025-01-07,Florida,Palm Beach,WOAH Non-Poultry,,4
2025-01-07,Indiana,Jay,Commercial Turkey Meat Bird,,20300
2025-01-07,Iowa,Clinton,WOAH Non-Poultry,,40
2025-01-07,North Carolina,Hyde,Commercial Table Egg Layer,,3314900
2025-01-07,South Dakota,Hanson,WOAH Non-Poultry,,50
2025-01-08,Missouri,Perry,WOAH Non-Poultry,,20
2025-01-08,Ohio,Darke,Commercial Table Egg Layer,,245300
2025-01-09,Delaware,Kent,Commercial Broiler Production,,194800
2025-01-09,Georgia,Clayton,WOAH Non-Poultry,,10
2025-01-09,Idaho,Canyon,WOAH Non-Poultry,,50
2025-01-09,Michigan,Oakland,WOAH Non-Poultry,,100
2025-01-09,Ohio,Darke,Commercial Turkey Meat Bird,,21100
2025-01-09,Oregon,Union,WOAH Poultry,,380
2025-01-09,Texas,Brazoria,WOAH Non-Poultry,,90
2025-01-09,Texas,Burnet,WOAH Non-Poultry,,10
2025-01-10,South Dakota,Gregory,WOAH Non-Poultry,,90
2025-01-13,Kansas,Phillips,WOAH Non-Poultry,,60
2025-01-13,Puerto Rico,Culebra,WOAH Poultry,,380
2025-01-14,Florida,Hillsborough,Live Bird Market,,280
2025-01-14,Florida,Orange,Live Bird Market,,1300
2025-01-14,Maryland,Caroline,Commercial Broiler Production,,228300
2025-01-14,Missouri,Newton,Commercial Table Egg Layer,,1585100
2025-01-14,Ohio,Mercer,Commercial Turkey Meat Bird,,4500
2025-01-14,Ohio,Darke,Commercial Turkey Meat Bird,,9900
2025-01-15,Connecticut,New London,WOAH Non-Poultry,,20
2025-01-15,Idaho,Owyhee,WOAH Non-Poultry,,30
2025-01-15,Ohio,Darke,Commercial Turkey Meat Bird,,15800
2025-01-15,Ohio,Darke,Commercial Turkey Meat Bird,,5300
2025-01-15,Ohio,Darke,Commercial Turkey Meat Bird,,5300
2025-01-15,Ohio,Mercer,Commercial Turkey Meat Bird,,10400
2025-01-16,California,Riverside,Commercial Table Egg Pullets,,208200
2025-01-16,Indiana,Jay,Commercial Table Egg Layer,,353300
2025-01-16,Maryland,Queen Anne's,Commercial Broiler Production,,146900
2025-01-16,Michigan,Wayne,WOAH Non-Poultry,,120
2025-01-16,Minnesota,Dakota,Commercial Turkey Meat Bird,,79900
2025-01-16,Ohio,Mercer,Commercial Table Egg Layer,,1432000
2025-01-16,Tennessee,Greene,WOAH Non-Poultry,,30
2025-01-17,Georgia,Elbert,Commercial Broiler Breeder,,45500
2025-01-17,Indiana,Jay,Commercial Turkey Meat Bird,,18800
2025-01-17,New York,Suffolk,Commercial Duck Meat Bird,,101000
2025-01-17,Ohio,Darke,Commercial Table Egg Layer,,103200
2025-01-17,Ohio,Darke,Commercial Table Egg Pullets,,200000
2025-01-21,Georgia,Elbert,Commercial Broiler Production,,130400
2025-01-21,Maryland,Caroline,Commercial Broiler Production,,108400
2025-01-21,Missouri,Newton,Commercial Table Egg Layer,,1175800
2025-01-21,Oregon,Umatilla,WOAH Non-Poultry,,50
2025-01-21,Virginia,Accomack,Commercial Broiler Production,,441000
2025-01-22,Arkansas,Cleveland,Commercial Broiler Production,,106900
2025-01-22,Illinois,Cook,WOAH Poultry,,500
2025-01-22,Maryland,Dorchester,Commercial Broiler Production,,144000
2025-01-22,Missouri,Newton,Commercial Turkey Meat Bird,,21300
2025-01-22,Missouri,Newton,Commercial Turkey Meat Bird,,23000
2025-01-22,Missouri,Jasper,Commercial Turkey Meat Bird,,49400
2025-01-22,Missouri,Lawrence,Commercial Turkey Meat Bird,,52400
2025-01-23,California,Yolo,WOAH Non-Poultry,,6
2025-01-23,New York,Putnam,WOAH Non-Poultry,,60
2025-01-23,Ohio,Mercer,Commercial Table Egg Layer,,85000
2025-01-23,Ohio,Mercer,Commercial Table Egg Layer,,1468900
2025-01-23,Ohio,Darke,Commercial Table Egg Pullets,,349200
2025-01-23,Ohio,Mercer,Commercial Turkey Meat Bird,,11200
2025-01-24,Arkansas,Cleveland,Commercial Broiler Breeder,,19500
2025-01-24,Connecticut,New Haven,WOAH Non-Poultry,,30
2025-01-24,Florida,Orange,WOAH Non-Poultry,,1
2025-01-24,Indiana,Allen,WOAH Poultry,,26100
2025-01-24,Massachusetts,Plymouth,WOAH Non-Poultry,,30
2025-01-24,Minnesota,Wadena,Commercial Turkey Meat Bird,,296300
2025-01-24,Missouri,Newton,Commercial Table Egg Layer,,1149400
2025-01-24,Missouri,Mcdonald,Primary Broiler Breeder Pedigree Farm,,650
2025-01-24,Ohio,Darke,Commercial Table Egg Layer,,1818000
2025-01-24,Ohio,Mercer,Commercial Turkey Meat Bird,,9500
2025-01-24,Ohio,Mercer,Commercial Turkey Meat Bird,,19600
2025-01-24,Ohio,Mercer,Commercial Turkey Meat Bird,,18500
2025-01-24,Ohio,Darke,Commercial Turkey Meat Bird,,22300
2025-01-24,Ohio,Mercer,Commercial Turkey Meat Bird,,5100
2025-01-24,Rhode Island,Washington,WOAH Non-Poultry,,50
2025-01-24,Vermont,Windsor,WOAH Non-Poultry,,20
2025-01-24,Washington,Franklin,Commercial Table Egg Layer,,307800
2025-01-27,Arizona,Pinal,Commercial Table Egg Layer,,316600
2025-01-27,Indiana,Adams,Commercial Turkey Meat Bird,,19900
2025-01-27,Nebraska,Kearney,WOAH Non-Poultry,,90
2025-01-27,New York,Ulster,WOAH Non-Poultry,,60
2025-01-27,North Carolina,Sampson,Commercial Turkey Breeder Replacement Hens,,1900
2025-01-27,Ohio,Mercer,Commercial Duck Meat Bird,,12600
2025-01-27,Ohio,Mercer,Commercial Turkey Meat Bird,,12600
2025-01-27,Ohio,Mercer,Commercial Turkey Meat Bird,,5100
2025-01-27,Ohio,Mercer,Commercial Turkey Meat Bird,,9300
2025-01-28,Delaware,Kent,Commercial Broiler Production,,145800
2025-01-28,Indiana,Jackson,Commercial Table Egg Layer,,2633900
2025-01-28,Indiana,Shelby,WOAH Non-Poultry,,60
2025-01-28,Missouri,Mcdonald,Commercial Broiler Breeder,,18300
2025-01-28,Missouri,Newton,Commercial Turkey Meat Bird,,14300
2025-01-28,North Carolina,Sampson,Commercial Turkey Breeder Hens,,24100
2025-01-28,Pennsylvania,Lehigh,WOAH Poultry,,48000
2025-01-29,California,Madera,Commercial Duck Meat Bird,,18600
2025-01-29,California,Merced,Commercial Duck Meat Bird,,87800
2025-01-29,California,San Mateo,WOAH Non-Poultry,,4
2025-01-29,Missouri,Newton,Commercial Turkey Meat Bird,,19000
2025-01-29,Ohio,Darke,Commercial Table Egg Layer,,1356300
2025-01-29,Ohio,Darke,Commercial Turkey Meat Bird,,9700
2025-01-29,Ohio,Mercer,Commercial Turkey Meat Bird,,9000
2025-01-29,Ohio,Mercer,Commercial Turkey Meat Bird,,20100
2025-01-30,Florida,Broward,WOAH Non-Poultry,,70
2025-01-30,Idaho,Jerome,WOAH Non-Poultry,,10
2025-01-30,Missouri,Mcdonald,Commercial Turkey Meat Bird,,11700
2025-01-30,Nebraska,Nance,WOAH Non-Poultry,,70
2025-01-30,Ohio,Darke,Commercial Table Egg Layer,,150700
2025-01-30,Ohio,Mercer,Commercial Table Egg Layer,,437100
2025-01-30,Ohio,Van Wert,Commercial Turkey Meat Bird,,21400
2025-01-30,Ohio,Mercer,Commercial Turkey Meat Bird,,4600
2025-01-30,Ohio,Mercer,Commercial Turkey Meat Bird,,8700
2025-01-30,Ohio,Mercer,Commercial Turkey Meat Bird,,21700
2025-01-30,Ohio,Mercer,Commercial Turkey Meat Bird,,11200
2025-01-30,Pennsylvania,Monroe,WOAH Non-Poultry,,30
2025-01-31,Maryland,Montgomery,WOAH Non-Poultry,,10
2025-01-31,Missouri,Mcdonald,Commercial Broiler Production,,131400
2025-01-31,Missouri,Barry,Commercial Turkey Meat Bird,,34000
2025-01-31,Ohio,Mercer,Commercial Table Egg Layer,,748800
2025-01-31,Ohio,Darke,Commercial Turkey Meat Bird,,11700
2025-01-31,Ohio,Mercer,Commercial Turkey Meat Bird,,22000
2025-01-31,Virginia,Virginia Beach City,WOAH Non-Poultry,,210
2025-02-02,Iowa,O'brien,Commercial Table Egg Layer,,241600
2025-02-03,California,San Joaquin,Commercial Turkey Meat Bird,,22200
2025-02-03,Oregon,Klamath,WOAH Non-Poultry,,10
2025-02-04,Kansas,Harvey,WOAH Non-Poultry,,50
2025-02-04,Maryland,Worcester,Commercial Broiler Production,,168300
2025-02-04,Michigan,Alpena,WOAH Non-Poultry,,8
2025-02-04,Missouri,Lawrence,Commercial Turkey Breeder Replacement Hens,,14300
2025-02-04,Missouri,Newton,Commercial Turkey Meat Bird,,13600
2025-02-04,Missouri,Jasper,Commercial Turkey Meat Bird,,49500
2025-02-04,New York,Bronx,Live Bird Market,,100
2025-02-04,New York,Queens,Live Bird Market,,420
2025-02-04,Ohio,Mercer,Commercial Table Egg Layer,,96700
2025-02-04,Ohio,Mercer,Commercial Table Egg Pullets,,88300
2025-02-04,Ohio,Mercer,Commercial Turkey Meat Bird,,12200
2025-02-04,Ohio,Mercer,Commercial Turkey Meat Bird,,11600
2025-02-04,Ohio,Darke,Commercial Turkey Meat Bird,,5400
2025-02-04,Ohio,Mercer,Commercial Turkey Meat Bird,,3500
2025-02-04,Pennsylvania,Dauphin,Commercial Table Egg Layer,,1975300
2025-02-04,Pennsylvania,Adams,WOAH Non-Poultry,,30
2025-02-05,Arizona,Pinal,WOAH Non-Poultry,,30
2025-02-05,California,Stanislaus,Commercial Turkey Meat Bird,,30200
2025-02-05,Colorado,Larimer,WOAH Non-Poultry,,10
2025-02-05,New York,Kings,Live Bird Market,,0
2025-02-05,New York,Queens,Live Bird Market,,520
2025-02-05,Ohio,Mercer,Commercial Table Egg Layer,,174600
2025-02-05,Ohio,Auglaize,Commercial Turkey Meat Bird,,11000
2025-02-05,Ohio,Mercer,Commercial Turkey Meat Bird,,8900
2025-02-05,Pennsylvania,Cumberland,Commercial Broiler Production,,26400
2025-02-06,Connecticut,New London,WOAH Non-Poultry,,20
2025-02-06,Missouri,Newton,Commercial Broiler Production,,44400
2025-02-06,Missouri,Lawrence,Commercial Turkey Meat Bird,,9500
2025-02-06,New York,Bronx,Live Bird Market,,0
2025-02-06,New York,Queens,Live Bird Market,,200
2025-02-06,Ohio,Mercer,Commercial Table Egg Layer,,232600
2025-02-06,Ohio,Darke,Commercial Table Egg Layer,,522200
2025-02-06,Ohio,Mercer,Commercial Turkey Meat Bird,,19900
2025-02-06,Ohio,Mercer,Commercial Turkey Meat Bird,,10100
2025-02-06,Pennsylvania,Lancaster,Commercial Duck Meat Bird,,12100
2025-02-06,Pennsylvania,Lebanon,Commercial Table Egg Layer,,84800
2025-02-06,Pennsylvania,Lancaster,WOAH Poultry,,14900
2025-02-07,Louisiana,Calcasieu,WOAH Non-Poultry,,10
2025-02-07,Ohio,Mercer,Commercial Table Egg Layer,,96300
2025-02-07,Ohio,Mercer,Commercial Table Egg Layer,,388900
2025-02-07,Ohio,Mercer,Commercial Turkey Meat Bird,,4100
2025-02-07,Pennsylvania,Lebanon,Commercial Broiler Production,,53500
2025-02-07,Pennsylvania,Lancaster,WOAH Poultry,,610
2025-02-10,Missouri,Lawrence,Commercial Turkey Breeder Hens,,14100
2025-02-10,Ohio,Mercer,Commercial Turkey Meat Bird,,20100
2025-02-10,Washington,Mason,WOAH Non-Poultry,,7
2025-02-11,Indiana,Jay,Commercial Table Egg Layer,,912000
2025-02-11,New York,Madison,WOAH Non-Poultry,,20
2025-02-11,Ohio,Mercer,Commercial Table Egg Pullets,,20000
2025-02-11,Pennsylvania,Lancaster,Commercial Broiler Production,,80000
2025-02-11,Pennsylvania,Cumberland,Commercial Duck Meat Bird,,20000
2025-02-11,South Dakota,Yankton,WOAH Non-Poultry,,50
2025-02-12,California,Merced,Commercial Broiler Production,,280600
2025-02-12,Colorado,Weld,WOAH Non-Poultry,,20
2025-02-12,Colorado,Weld,WOAH Poultry,,150
2025-02-12,Minnesota,Crow Wing,WOAH Non-Poultry,,160
2025-02-12,Missouri,Lawrence,Commercial Turkey Breeder Hens,,13000
2025-02-12,Ohio,Mercer,Commercial Table Egg Layer,,131000
2025-02-12,Pennsylvania,Lancaster,WOAH Poultry,,600
2025-02-12,Wyoming,Platte,WOAH Non-Poultry,,0
2025-02-13,California,Riverside,WOAH Poultry,,11400
2025-02-13,Delaware,Sussex,WOAH Non-Poultry,,30
2025-02-13,Michigan,Monroe,WOAH Non-Poultry,,30
2025-02-13,Ohio,Mercer,Commercial Table Egg Layer,,125800
2025-02-13,Ohio,Auglaize,Commercial Table Egg Layer,,210600
2025-02-14,Indiana,Jay,Commercial Table Egg Layer,,1454600
2025-02-14,Indiana,Jay,Commercial Table Egg Layer,,1224800
2025-02-14,Indiana,Washington,Commercial Turkey Meat Bird,,14100
2025-02-14,Indiana,Randolph,WOAH Non-Poultry,,70
2025-02-14,Iowa,Buena Vista,Commercial Turkey Meat Bird,,26700
2025-02-14,Nebraska,Saunders,WOAH Non-Poultry,,50
2025-02-14,Ohio,Darke,Commercial Turkey Meat Bird,,20100
2025-02-14,Ohio,Mercer,Commercial Turkey Meat Bird,,16700
2025-02-18,Nevada,Churchill,WOAH Non-Poultry,,20
2025-02-18,Ohio,Darke,Commercial Table Egg Layer,,164900
2025-02-18,Ohio,Mercer,Commercial Turkey Meat Bird,,10600
2025-02-18,Ohio,Stark,WOAH Non-Poultry,,30
2025-02-19,Arizona,Graham,WOAH Non-Poultry,,280
2025-02-20,Iowa,Sac,Commercial Turkey Meat Bird,,29700
2025-02-20,Maine,Cumberland,WOAH Non-Poultry,,80
2025-02-20,Pennsylvania,Butler,WOAH Non-Poultry,,610
2025-02-20,Pennsylvania,Luzerne,WOAH Non-Poultry,,90
2025-02-21,Florida,Broward,WOAH Non-Poultry,,10
2025-02-21,Indiana,Elkhart,Commercial Duck Meat Bird,,4200
2025-02-21,Indiana,Washington,Commercial Turkey Meat Bird,,19400
2025-02-21,New York,Delaware,WOAH Non-Poultry,,240
2025-02-21,Ohio,Mercer,Commercial Table Egg Layer,,84800
2025-02-21,Ohio,Darke,Commercial Table Egg Layer,,3090400
2025-02-21,Ohio,Mercer,WOAH Poultry,,55900
2025-02-22,New Jersey,Union,Live Bird Market,,830
2025-02-24,Pennsylvania,Philadelphia,Live Bird Market,,1100
2025-02-25,Indiana,Elkhart,Commercial Duck Breeder,,1800
2025-02-25,Indiana,Lagrange,Commercial Duck Breeder,,3800
2025-02-25,Indiana,Jay,Commercial Turkey Meat Bird,,18600
2025-02-25,Indiana,Jay,Commercial Turkey Meat Bird,,16500
2025-02-25,Indiana,Jasper,WOAH Non-Poultry,,90
2025-02-25,Indiana,Union,WOAH Non-Poultry,,40
2025-02-25,Michigan,Monroe,WOAH Non-Poultry,,10
2025-02-25,Ohio,Mercer,Commercial Table Egg Layer,,90000
2025-02-26,Maine,Cumberland,WOAH Non-Poultry,,30
2025-02-26,Massachusetts,Dukes,WOAH Non-Poultry,,50
2025-02-26,New York,Westchester,WOAH Non-Poultry,,100
2025-02-27,Florida,Collier,WOAH Non-Poultry,,30
2025-02-27,Florida,Miami-dade,WOAH Poultry,,120
2025-02-28,New Mexico,Bernalillo,WOAH Non-Poultry,,50
2025-02-28,New York,Suffolk,WOAH Non-Poultry,,3
2025-02-28,North Carolina,Dare,WOAH Non-Poultry,,20
2025-02-28,Ohio,Portage,WOAH Non-Poultry,,40
2025-02-28,Wyoming,Hot Springs,WOAH Non-Poultry,,10
2025-03-03,New York,Queens,Live Bird Market,,0
2025-03-03,New York,Queens,Live Bird Market,,150
2025-03-04,Illinois,Will,WOAH Non-Poultry,,50
2025-03-04,Indiana,Jay,Commercial Table Egg Layer,,187200
2025-03-04,Oregon,Multnomah,WOAH Non-Poultry,,40
2025-03-06,Michigan,Monroe,WOAH Non-Poultry,,40
2025-03-06,New York,Kings,Live Bird Market,,70
2025-03-06,Ohio,Mercer,Commercial Turkey Meat Bird,,9500
2025-03-06,Ohio,Mercer,Commercial Turkey Meat Bird,,22100
2025-03-07,Indiana,Adams,Commercial Duck Breeder,,3200
2025-03-07,Kansas,Russell,WOAH Non-Poultry,,20
2025-03-07,New York,Bronx,Live Bird Market,,1000
2025-03-07,New York,Richmond,Live Bird Market,,450
2025-03-07,Pennsylvania,Lancaster,WOAH Poultry,,6500
2025-03-10,Colorado,Weld,WOAH Non-Poultry,,20
2025-03-10,Indiana,Montgomery,WOAH Non-Poultry,,20
2025-03-10,New York,Kings,Live Bird Market,,0
2025-03-10,New York,Queens,Live Bird Market,,1100
2025-03-11,Iowa,Dallas,WOAH Non-Poultry,,100
2025-03-11,Nebraska,Dawson,WOAH Non-Poultry,,20
2025-03-11,New York,Rensselaer,WOAH Non-Poultry,,50
2025-03-12,Mississippi,Noxubee,Commercial Broiler Breeder,,47700
2025-03-12,New Jersey,Hudson,Live Bird Market,,370
2025-03-12,New Jersey,Hudson,Live Bird Market,,760
2025-03-12,New Jersey,Mercer,Live Bird Market,,370
2025-03-12,Oklahoma,Grady,WOAH Non-Poultry,,30
2025-03-12,Pennsylvania,Philadelphia,Live Bird Market,,420
2025-03-13,Illinois,Lawrence,Commercial Turkey Meat Bird,,15400
2025-03-13,Maryland,Anne Arundel,WOAH Non-Poultry,,7
2025-03-13,New Jersey,Salem,WOAH Non-Poultry,,5
2025-03-13,Pennsylvania,Lehigh,Live Bird Market,,350
2025-03-17,Iowa,Buena Vista,Commercial Table Egg Pullets,,400000
2025-03-17,Oklahoma,Woodward,WOAH Non-Poultry,,110
2025-03-18,Indiana,Adams,Commercial Duck Breeder,,3400
2025-03-18,Indiana,Jay,Commercial Table Egg Pullets,,1340200
2025-03-18,Kansas,Butler,WOAH Non-Poultry,,70
2025-03-19,Illinois,Bond,WOAH Non-Poultry,,8
2025-03-19,Montana,Gallatin,WOAH Non-Poultry,,30
2025-03-20,Illinois,Crawford,Commercial Turkey Meat Bird,,18300
2025-03-20,Kansas,Reno,WOAH Non-Poultry,,50
2025-03-20,New Jersey,Atlantic,WOAH Poultry,,100
2025-03-20,New Mexico,Valencia,WOAH Non-Poultry,,80
2025-03-20,New York,Onondaga,Live Bird Market,,470
